Scopus,country,2000,2001,2002,2003,2004
60015277,US,6508290541;6602330087;7201383790,7201383790,7201383790,7201383790,
60029057,US,14058104000;16405228000;24439935700;35809037100;36798896800;55574205038;56980164700;57191045311;57191764581;57201286692;6602184281;6603318572;6604052723;7201847352;7410160986;7801496630;8261590000;8946091000,14058104000;16405228000;24439935700;36798896800;55574205038;57191764581;57201286692;6603318572;7201847352;7801496630;8261590000;8946091000,14058104000;16405228000;24439935700;55574205038;57191764581;57201286692;6603318572;7201847352;7801496630;8261590000;8946091000,14058104000;16405228000;24439935700;55574205038;57191764581;57201286692;6603318572;7201847352;7801496630;8209709900;8261590000,14058104000;16405228000;24439935700;55574205038;7201847352;7801496630
60015436,US,24781778900;7202344637,24781778900,24781778900,24781778900,24781778900
60017191,US,,6504103529,6504103529,6504103529,6504103529
60108318,US,22982588300;57223451749;6506172232;7401475692,,,,
60032942,ES,23490240900;6505918685;6507267166;6602361765;8400651600;8443249100,23490240900;6602361765;8400651600;8443249100,23490240900;6602361765;8400651600;8443249100,23490240900;25421467900;6602361765;8400651600;8443249100,
60023908,US,14039760500;14520999100;16433906400;16454775200;35956179400;37043509300;55046974900;55483905600;56104127100;56122042900;56624728700;57189542854;57189672513;57190236614;57212897437;57213470271;6505860565;6602086305;7003939345;7004660455;7403529166;7403704833;7404397765,14039760500;14520999100;16433906400;16454775200;35956179400;37043509300;55046974900;55483905600;56104127100;56122042900;56624728700;57189542854;57189672513;57190236614;57212897437;57213470271;6505860565;6506472717;6507406821;6602086305;7003939345;7004660455;7403529166;7403704833;7404397765;8585231000,14039760500;16433906400;16454775200;35956179400;37043509300;55046974900;55483905600;56104127100;56122042900;56624728700;57189542854;57189672513;57190236614;57212897437;57213470271;6505860565;6506472717;6507406821;6602086305;7003939345;7004660455;7402049078;7403529166;7403704833;7404397765;8585231000,14039760500;16433906400;16454775200;35956179400;37043509300;55046974900;55483905600;56104127100;56122042900;56624728700;57189542854;57190236614;57191125871;57212897437;57213470271;6505860565;6506472717;6507406821;6507926733;6602086305;7003939345;7004660455;7402049078;7403529166;7403704833;7404397765;8585231000,14039760500;16433906400;16454775200;35956179400;37043509300;55046974900;55483905600;57212897437;57213470271;6505860565;6507926733;6602086305;7004660455;7402049078;7403704833;8585231000
60007618,US,36914506200;54954705900;6504597284;6508300216;7004336656;7410315009,54954705900;7004336656;7410315009,54954705900;7004336656;7410315009,54954705900;57192577207;7004336656;7410315009,54954705900;7004336656;7410315009
60003269,US,24282758600;35755526100;55824766400;55939990800;56037568700;56209838200;56234103000;6602119998;6603198999;6603315990;6603742639;6603949510;6701474154;7004903184;7005198821;7005716141;7006281660;7006406038;7006494639;7102260431;7102389146;7102421620;7102462657;7102925200;7202726311;7403102169;8536572600,24282758600;35755526100;55824766400;55939990800;56037568700;56209838200;56234103000;6602119998;6603198999;6603315990;6603742639;6603949510;6701474154;7004903184;7005198821;7005716141;7006281660;7006406038;7006494639;7102260431;7102389146;7102421620;7102462657;7102925200;7202726311;7403102169;8536572600,35755526100;55824766400;55939990800;56037568700;56209838200;56234103000;6602119998;6603198999;6603315990;6603742639;6701474154;7004903184;7005198821;7005716141;7006281660;7006406038;7102260431;7102389146;7102421620;7102462657;7102925200;7202726311;7403102169;8536572600,12806052600;24376641200;35755526100;35963222300;55434885800;55697368300;55824766400;55939990800;55946273600;56009422500;56037568700;56209838200;56234103000;56662704700;57203071060;57204219362;57205933566;6602119998;6602652852;6603101700;6603198999;6603315990;6603414469;6603618593;6603742639;6701474154;6701522393;7003560463;7003846555;7004903184;7005198821;7005358377;7005716141;7005785064;7006281660;7006406038;7007042181;7102260431;7102389146;7102421620;7102462657;7102637898;7102925200;7103390682;7201381477;7201590382;7202726311;7401521574;7403102169;7404595160;8536572600;9247681100,35755526100;55434885800;55697368300;55824766400;55939990800;55946273600;56009422500;56037568700;56209838200;56662704700;57203071060;57204219362;57205933566;6602119998;6602652852;6603101700;6603198999;6603414469;6701474154;6701522393;7003560463;7003846555;7004903184;7005198821;7005716141;7005785064;7006281660;7006406038;7102260431;7102421620;7102637898;7102925200;7103390682;7201381477;7201590382;7202726311;7401521574;7403102169;7404595160;8536572600;9247681100
60014390,TW,,,,,11839727300;17433267900;55929040900;7404272515
60009254,US,13604847500;16443110300;23085441700;35616774700;41961588100;55733548100;56914938200;57221921223;6503888202;6505948382;6507435935;6507855839;6602253962;6602823769;6602869901;6602972754;6603069458;6701428640;6701528448;6701537658;6701585952;6701723176;7003341044;7003400536;7003594755;7003915523;7004273469;7004398300;7005795336;7005795345;7006588493;7006634390;7201401092;7202546303;7203040952;7402114693;7404407756;7801492502,13604847500;16443110300;23085441700;35616774700;41961588100;55733548100;56860662300;56914938200;56995101300;57221921223;6503888202;6505948382;6507435935;6507855839;6602253962;6602823769;6602869901;6602972754;6603069458;6701428640;6701528448;6701537658;6701585952;6701723176;7003341044;7003400536;7003594755;7003915523;7004273469;7004398300;7005795336;7005795345;7006588493;7006634390;7201401092;7202546303;7203040952;7402114693;7404407756;7801492502;8317089200,13604847500;16443110300;35616774700;41961588100;55733548100;56860662300;56914938200;57221921223;6503888202;6505948382;6507435935;6507855839;6602253962;6602823769;6602869901;6602972754;6701428640;6701528448;7003341044;7003400536;7003915523;7004273469;7004398300;7005795336;7005795345;7006588493;7006634390;7201401092;7202546303;7203040952;7402114693;7404407756;7801492502;8317089200,13604847500;16443110300;35616774700;55450169900;55733548100;56860662300;56914938200;57221921223;6503888202;6505948382;6507435935;6507855839;6602253962;6602823769;6602869901;6602972754;6603457657;6701428640;6701528448;7003341044;7003400536;7003915523;7004273469;7004398300;7005795336;7005795345;7006634390;7201401092;7202546303;7203040952;7402114693;7404407756;7801492502;8317089200;8524162900,13604847500;16443110300;35616774700;55450169900;57221921223;6505948382;6507855839;6602253962;6602869901;6603457657;6701428640;7003341044;7003915523;7004398300;7005795336;7005795345;7005947277;7006634390;7201401092;7203040952;7404407756;7801492502;8265013300;8317089200;8524162900
60122606,US,36796733300;55070086500;57196650182,36599387100;36796733300;55070086500;57196650182,36599387100;36796733300;55070086500;57196650182,36599387100;36796733300;55070086500;57196650182,36599387100;36796733300;55070086500;57196650182
60122603,US,15728314300;24786885700;35621997600;56246275100;6602748437;7801602490,,,,
60016005,CA,12242738800;22984968300;24296801500;25938492300;26325976000;36788518700;55455574800;55996721400;56303650700;56319224700;56933458300;56959177000;6601965822;6602512259;6602950924;7004408892;7005308280;7006069191;7007115251;7101992941;7102095514;7102567722;7103224866;7401730051;7402534195;7402830145;7403058089;7403676638;7404624580;7406243250,12242738800;22984968300;24296801500;25938492300;26325976000;55455574800;56319224700;6602950924;7004408892;7102095514;7102567722;7402534195,22984968300;24296801500;26325976000;55455574800;56319224700;6602950924;7004408892;7102095514;7102567722,22984968300;24296801500;26325976000;55455574800;56319224700;6602950924;6602955678;7004408892;7102567722;8575544300,17343103600;22984968300;35220484300;55455574800;56319224700;6602950924;8240021300
60158059,US,,56249529100,,24479314600,
60011019,AU,22135708100;56276139800;7102838092,22135708100;56276139800;7102838092,22135708100;56276139800;7102838092,22135708100;56276139800;7102838092,
60159489,US,25230813900,25230813900,25230813900;55996580500,25230813900;55996580500,25230813900;55996580500
60016653,DE,6508093483,6508093483,6508093483,,
60017220,US,14322654800;16414692100;24293148200;24317261400;35076913000;55290244800;57190236617;57199814941;6503895750;6507638911;6602556983;6602737756;6602908506;6603264076;7202048031;7801638669,14322654800;24293148200;55290244800;57190236617;57199814941;6503895750;6507638911;6602737756;6603264076;7103117400;7202403967;7801638669,14322654800;16306186300;24293148200;55290244800;57190236617;57199814941;6503895750;6507638911;6602737756;6603264076;7103117400;7202403967;7801638669,14322654800;16023058000;16306186300;24293148200;55290244800;57190236617;57199814941;6503895750;6507638911;6602737756;6603264076;7103117400;7202403967;7801638669,14322654800;16023058000;16306186300;55290244800;6503895750;6507638911;6602737756;6603264076;7202403967;7801638669
60030303,US,6506900851;6603118497;7005488848,6603118497,6603118497,6603118497,6603118497
60025056,US,7006198219,7006198219,7006198219,7006198219,
60025534,US,15033006400;36470227800;57190593703;6603231686;7003747214;7005707658;7006231195;7201763486;7202712750,15033006400;21733645300;36470227800;54683810400;57190593703;6603231686;7003747214;7005707658;7006231195;7201763486;7201961540;7202712750,15033006400;36470227800;57190593703;6603231686;7003747214;7005707658;7006231195;7201763486;7202712750,15033006400;24545208800;24782482300;36470227800;57190593703;57197987720;6602836146;6603076492;6603231686;7003747214;7005707658;7006231195;7201763486;7202386508;7202706325;7202712750;9733750700,24545208800;24782482300;36470227800;57197987720;6602836146;6603076492;6603231686;7003267147;7005707658;7006231195;7102309974;7201763486;7202386508;7202712750;9733750700
60005286,US,16028070900;16403677300;22979556300;23395911000;23994840300;24381076800;24441370200;35608977600;55605766561;56017305700;56172242900;56223224800;57189401580;57191046614;57204412934;57215758326;6506068004;6506729213;6507410390;6508041519;6508191188;6602237400;6602382463;6602565594;6602893882;6602978330;6603190483;6701729750;6701797993;7004297002;7005176100;7101841573;7101962062;7102453197;7103232404;7401457749;7401514705;7501843691;7801635803;8063510800;8949994100,16028070900;22979556300;23395911000;23994840300;24381076800;24441370200;55605766561;56172242900;56223224800;57189401580;57215758326;6506068004;6506716141;6506729213;6508041519;6508191188;6602237400;6602565594;6602893882;6602978330;6603190483;6701729750;7004297002;7005176100;7101841573;7101962062;7103232404;7401457749;7401514705;7404216309;7501843691,16028070900;23395911000;23994840300;24381076800;24441370200;55605766561;56172242900;56223224800;57189401580;57215758326;6506716141;6506729213;6508041519;6508191188;6602237400;6602565594;6602893882;6602978330;6603190483;6701729750;7004297002;7005176100;7101841573;7101962062;7103232404;7401457749;7404216309;7501843691,16028070900;23395911000;23994840300;24381076800;24441370200;55605766561;56172242900;56223224800;57189401580;57215758326;6506716141;6506729213;6508041519;6508191188;6602237400;6602565594;6602893882;6602978330;6603190483;6701729750;7004297002;7005176100;7101841573;7101962062;7103232404;7401457749;7402661776;7403228033;7404216309;7501843691;8377767200,16028070900;24441370200;25228163600;55605766561;55897853400;56172242900;56223224800;57189401580;6506729213;6508041519;6508191188;6602893882;6602978330;6603190483;6701729750;7004297002;7005176100;7101841573;7103232404;7201622932;7401457749;7402661776
60004938,US,23095594400;23096529800;24296387800;24381150900;24489834800;36923591200;51462093900;55897653800;57189164127;57191045026;57197233451;57205908677;6507526309;6508011820;6508092584;6508329547;6602986125;6701809521;7004237351;7004343016;7004531604;7102222566;7102911515;7402883830;7403130938;8927185700,23095594400;23096529800;24381150900;24489834800;36923591200;51462093900;55897653800;57191045026;57197233451;57205908677;6507526309;6508011820;6602986125;6701809521;7004343016;7004531604;7102222566,23095594400;23096529800;24381150900;24489834800;36923591200;51462093900;55897653800;57191045026;57197233451;57205908677;6507526309;6508011820;6602986125;6701809521;7004343016;7004531604;7102222566,15080890200;23095594400;23096529800;24381150900;24489834800;36923591200;51462093900;55222082100;55897653800;57197233451;57205908677;6507526309;6508011820;6602986125;6701809521;7004343016;7004531604;7102222566,23096529800;24489834800;36923591200;55222082100;55897653800;57197233451;57205908677;6508011820;6602986125;6701809521;7102222566
60008881,US,37059553500;55918543300;56754777300;56929936300;56956574600;57189587170;6505655413;6505680607;7006595164,37059553500;55918543300;56956574600;6505655413;6505680607,37059553500;55918543300;56956574600;6505655413;6505680607,37059553500;55918543300;56956574600;6505655413;6505680607;7402586193,55918543300;56956574600;6505655413;6505680607;7402586193
60001777,US,16025711500;24448674800;35368445200;55010358500;55478322500;56234307000;56470443100;57191167896;6506747426;6507155906;6601981824;7003283286;7101725768;7102149174;7102995545;7103184753;9037576400,16025711500;18635659700;24448674800;35368445200;55010358500;57191167896;6601981824;7101725768;7102149174;7103184753,16025711500;18635659700;24448674800;35368445200;55010358500;57191167896;6601981824;7101725768;7102149174;7103184753,16025711500;18635659700;24448674800;34877967700;35368445200;55010358500;57191167896;6601981824;7006031899;7101725768;7102149174;7103184753,18635659700;35368445200;55010358500;57191167896;6601981824;7006031899;7101725768;7102149174
60027789,US,55565119300;56687001400;57189419901;57189421154;57205716949;57213588803;6504528141;8886184700,57189419901;57205716949;57213588803;6504528141;8886184700,57205716949;57213588803;6504528141;7102013254;8298171200;8886184700,57205716949;57213588803;6504528141;7102013254;8298171200;8886184700,57205716949;57213588803;6504528141;7102013254;8298171200;8886184700
60025194,US,13805714700;7006109952;7103017337,13805714700;7006109952;7103017337,7006109952;7103017337,6701717151;7003559927;7006109952;7103017337,55809003800;6701717151;7003559927;7103017337;8452036600
60009535,US,22035932200;35366818900;35756546700;35979554500;36102580500;36551813000;36711214700;54410588200;55671483400;56537669800;56790118300;57189539992;57908593700;6505671522;6507893668;6701799799;7101783288;7102958594;7801636564,35366818900;35756546700;35979554500;36102580500;36551813000;54410588200;56537669800;6505671522;6507893668;6701799799;7101783288,15129141300;35366818900;35756546700;35979554500;36102580500;36551813000;54410588200;56537669800;6505671522;6507893668;6701799799;7101783288,15129141300;35366818900;35756546700;35979554500;36102580500;36551813000;54410588200;56537669800;6505671522;6507893668;6701799799;7101783288,15129141300;35366818900;35979554500;36102580500;36551813000;56537669800;6505671522;6507893668;6701799799;7101783288
60016602,US,10939179800;23389542300;25521762000;35995899700;36869562700;56450135500;6506046252;6506156035;7004313925;7601481209;8147653000;8872926900,23389542300;25521762000;35995899700;6506046252;6506156035;8147653000,23389542300;35995899700;6506046252;6506156035;6701458194;8147653000,23389542300;35995899700;36070152100;6506046252;6506156035;6701458194;6701611125;7404292608;8147653000,6506046252;6506156035;6701458194;8064371100
60119141,US,14820297400;15056961300;16451341400;16495226500;16520943600;22033875200;22936908900;22952807200;22984716300;23091262900;24294604600;24326458900;24334975700;24440673500;24499488100;24500645200;24543465100;25122657800;25952393900;26643495900;36006640200;36165536000;36725162600;54940105400;55135182100;55238949100;55495487900;55717263500;55724814200;55862459500;56104993900;56219284800;56929950600;57188909339;57190457525;57192805490;57195741020;57198171650;6505722886;6506114275;6506653157;6506665391;6506741102;6506789754;6506883326;6506982583;6507012043;6507182247;6507531843;6507696828;6507987376;6508020555;6508329786;6602099638;6602224916;6602292909;6602322938;6602364830;6602375026;6602769766;6602803684;6602809002;6602894825;6603017016;6603210892;6603248739;6603316640;6603325471;6603434363;6603782012;6603793046;6603820894;6603871775;6604093588;6701688587;6701804266;6701842808;7003427663;7003656524;7003944621;7004193453;7004409705;7005047108;7005125857;7005509880;7005853430;7006071203;7006315877;7006606961;7006934360;7007008898;7007040896;7007109494;7101912657;7101976046;7102444152;7102758615;7201995174;7202252323;7202442507;7202662164;7202934069;7202952041;7202969222;7401613060;7402519021;7402623053;7402948555;7403013461;7403542966;7404357700;7404643220;7404720131;7406201893;7406314815;7406895405;7501961714;7801350064;9332338400,14820297400;15056961300;16451341400;16495226500;16520943600;22936908900;22952807200;22984716300;23091262900;24294604600;24326458900;24499488100;24500645200;24543465100;25122657800;26643495900;36165536000;54940105400;55135182100;55495487900;55724814200;55862459500;56104993900;56219284800;56929950600;57190457525;57192805490;57195741020;57265427900;6505722886;6505780177;6506114275;6506653157;6506665391;6506741102;6506789754;6506883326;6506982583;6507012043;6507117197;6507182247;6507469067;6507531843;6507696828;6507987376;6508020555;6508329786;6602099638;6602292909;6602322938;6602769766;6602803684;6602894825;6603017016;6603210892;6603248739;6603316640;6603325471;6603434363;6603782012;6603793046;6603820894;6603871775;6604093588;6701688587;6701711758;6701842808;7003427663;7003656524;7003663961;7003944621;7004193453;7004409705;7005125857;7005509880;7005853430;7006071203;7006315877;7006606961;7007008898;7007109494;7102758615;7201995174;7202252323;7202442507;7202662164;7202952041;7401613060;7402519021;7402623053;7402948555;7403013461;7403368234;7403542966;7403713601;7404357700;7404643220;7404720131;7406201893;7406314815;7406895405;7801350064;7801593298;9332338400,14820297400;16451341400;16495226500;16520943600;22936908900;22952807200;22984716300;23091262900;24294604600;24326458900;24499488100;24500645200;24543465100;25122657800;26643495900;36165536000;54940105400;55135182100;55724814200;55862459500;56219284800;57190457525;57192805490;57265427900;6505722886;6505780177;6506114275;6506653157;6506665391;6506741102;6506789754;6506883326;6506982583;6507012043;6507117197;6507182247;6507469067;6507531843;6507696828;6507987376;6508020555;6508329786;6602099638;6602292909;6602769766;6602803684;6602894825;6603017016;6603030686;6603248739;6603316640;6603325471;6603434363;6603782012;6603793046;6603820894;6603871775;6604093588;6701688587;6701842808;7003427663;7003656524;7003663961;7003944621;7004193453;7004409705;7004851113;7005125857;7005470328;7005509880;7005853430;7006071203;7006606961;7007109494;7201995174;7202252323;7202442507;7202662164;7202952041;7401613060;7402519021;7402623053;7402948555;7403368234;7403542966;7403713601;7404357700;7404643220;7404720131;7406201893;7406314815;7406895405;7801350064,14820297400;16451341400;16495226500;22936908900;22952807200;22984716300;23091262900;24294604600;24326458900;24499488100;24500645200;24543465100;25122657800;26643495900;36165536000;54940105400;55135182100;55724814200;55862459500;56219284800;57192805490;57265427900;6505722886;6505780177;6506114275;6506653157;6506665391;6506741102;6506789754;6506883326;6506982583;6507012043;6507117197;6507182247;6507469067;6507531843;6507696828;6507987376;6508020555;6508329786;6602099638;6602292909;6602769766;6602803684;6602894825;6603017016;6603030686;6603248739;6603316640;6603325471;6603434363;6603782012;6603793046;6603820894;6603871775;6604093588;6701688587;6701842808;7003427663;7003656524;7003663961;7003944621;7004193453;7004409705;7005125857;7005470328;7005509880;7005853430;7006002713;7006071203;7006606961;7007109494;7102740393;7201995174;7202043584;7202252323;7202442507;7202662164;7202952041;7401613060;7402519021;7402623053;7402948555;7403368234;7403542966;7403713601;7404357700;7404643220;7404720131;7406201893;7406314815;7406895405;7801350064;7801577361,12768908700;14820297400;16451341400;16479243400;16495226500;22936908900;22952807200;24326458900;24500645200;24528881300;24543465100;26643495900;35850065700;36165536000;54940105400;55135182100;55724814200;56219284800;57192805490;57193730016;6505722886;6505780177;6506114275;6506653157;6506665391;6506883326;6507117197;6507182247;6507239243;6507696828;6507987376;6508329786;6602099638;6602292909;6602803684;6602894825;6603017016;6603030686;6603248739;6603316640;6603325471;6603434363;6603782012;6603793046;6604093588;6701688587;6701842808;7003656524;7003663961;7003944621;7005125857;7005470328;7005509880;7005853430;7006002713;7006071203;7006606961;7007109494;7102740393;7201995174;7202043584;7202252323;7401613060;7402519021;7402948555;7403128797;7403368234;7403542966;7403713601;7404357700;7404643220;7404720131;7406201893;7406314815;7406895405;7801350064;7801577361
60007595,US,56123286700;6602880574,56123286700;6602880574,56123286700,56123286700,
60025800,US,35868474500;6506175589;6602967267,35868474500;36986039000;6506175589;6602967267,35868474500;36986039000;6602967267,35868474500;36986039000;6602967267,35868474500;36986039000;6602967267
60018819,US,57036875200;6508171660;6602744158;7403425583;8066689300;8206470500,57036875200;6602744158;7402375528;7403425583;8066689300;8206470500,57036875200;6602744158;8066689300,57036875200;6602744158;8066689300,55558165700;57036875200;6602744158;8066689300
60015902,US,25024931600;26663276700;57189168781;6505934542;7201963853;7404183684;8641004000;8641004100;8641004200,25024931600;26663276700;57189168781;6505934542;7006612962;7201963853;8633325000;8641004000;8641004100,25024931600;26663276700;57189168781;6505934542;7006612962;7201963853;8633325000;8641004000;8641004100,25024931600;26663276700;57189168781;6505934542;7006612962;7201963853;8633325000;8641004000;8641004100,25024931600;26663276700;57189168781;7006612962;7201963853;8633325000;8641004100
60011073,US,16315316600;16407674000;16485085900;35175958600;36440425400;6507338460;6602153723;7005527319;7404967571,16407674000;16485085900;36440425400;6507338460;6602153723,16407674000;16485085900;36440425400;6507338460;6602153723;6603437233,16407674000;16485085900;36440425400;6507338460;6602153723;6603437233,16407674000;16485085900;6507338460;6602153723;6603437233
60009812,US,16405890700;24783748000;36068849400;56937100800;57193523064;6602493319;8922804900,16405890700;24783748000;56937100800;56976844500;8399626500,24783748000;56937100800;8399626500,56937100800,56937100800
60021582,US,55926077800;57012912200;7801682073,13410971800;55926077800;57012912200;7801682073,13410971800;55926077800;57012912200;7801682073,13410971800;55248147400;55926077800;57012912200;7801682073,13410971800;55926077800;57012912200;7801682073
60014235,US,16437229400;16466768500;24294530500;26651987200;55424974900;57189173385;57191044729;57191047432;57191048731;57471618700;6504563073;6507435594;6602142548;7003763950;7102238284;7201515486;7401623644;7403365043;7405360311;8944362700,16437229400;16466768500;22034138800;24294530500;26651987200;57189173385;57191048731;6603326596;7102238284;7201515486;7401623644;8944362700,16437229400;16466768500;22034138800;24294530500;26651987200;57191048731;57203976204;6603326596;7102238284;7201515486;8944362700,16437229400;16466768500;22034138800;24294530500;25030957900;26651987200;57082586400;57191048731;57203976204;6603326596;7201515486;7202676719;8944362700,15059679400;16437229400;16466768500;22034138800;25030957900;26651987200;57191048731;57203976204;6603326596;7201515486;7202676719;8944362700
60012851,US,14057653700;24387365200;24403789600;42761247400;57189189226;57205984104;57209737137;6602297725;7004387855;7006091273,57189189226;57205984104;57209737137;7004387855,56121987800;57189189226;57205984104;57209737137;7004387855,15027788100;57189189226;57205984104;57209737137;7004387855,57205984104;7004387855
60159743,US,34877967700;55376805500;7005387878,34877967700;55376805500;57221729145;7005387878,55376805500;57221729145;7005387878,,
60003560,US,24391871600;57189648208;57192294333;8441570200,24391871600;57189648208;57192294333;8441570200,24391871600;57189648208;57192294333;8441570200,24391871600;57189648208;57192294333;8441570200,24391871600;57189648208;57192294333;8441570200
60022249,US,25938422300;36010363800;55940999900;57191015276;6701820351;7004639197,36010363800;55940999900;57191015276;6701820351;7004639197,36010363800;55940999900;57191015276;6701820351;7004639197,36010363800;55940999900;57191015276;6701820351;7004639197;8244082500,6701820351;7004639197;8244082500
60019713,US,24586180300;36571941900;36860043000;55341194100;55842339600;56366804200;56789760300;56865187300;57189654198;6507924625;7004568825;7005651932;7203028330;8274940200,24586180300;36571941900;36860043000;55341194100;55842339600;56789760300;7005651932;7203028330;8274940200,24586180300;36571941900;36860043000;55341194100;55842339600;56789760300;7005651932;7203028330;8274940200,24586180300;36571941900;36860043000;55341194100;55842339600;56789760300;7005651932;7203028330;8274940200,24586180300;36571941900;55341194100;55842339600;56789760300;7203028330;8274940200
60272383,US,56393144200;57036481200,56393144200;57036481200,57036481200,57036481200;6602931154,
60028590,US,10639962400;55547121418;55752078900;55940512500;56178088700;57189402872;57191772078;57195352585;6507562888;6508251384;7006451731;7102237379;7103028332;7201520522;7201785483;7202680550;7203017652;7401702574;8210326900;8317948100;8583317700,10639962400;55547121418;55752078900;55940512500;56178088700;57189402872;57191772078;57195352585;6507562888;6508251384;6603278080;7006451731;7102237379;7103028332;7201520522;7201785483;7202680550;7401702574;8210326900;8317948100;8583317700,10639962400;55547121418;55752078900;55940512500;56178088700;57189402872;57191772078;57195352585;6507562888;6508251384;6603278080;7006451731;7201520522;7201785483;7202680550;7401702574;8210326900;8317948100;8583317700,10639962400;55547121418;55752078900;55940512500;56178088700;57189402872;57191772078;6507562888;6508251384;6602205745;6603278080;7006451731;7201520522;7201785483;7202680550;7401702574;7403561615;8210326900;8583317700,10639962400;22978499600;55547121418;55752078900;55940512500;6507562888;6508251384;6602205745;6603278080;7006451731;7201520522;7401702574;7403561615;7403948390;8583317700
60016297,CA,23466591600;24498796500;35615286900;57068206700;57191134605;57193573429;57196002482;57196346943;6506752127;6506921188;6507511982;6602785640;6701336800;7003265086;7003389366;7101681561;7202047008;7404083257,23466591600;24498796500;57191134605;57196002482;57196346943;6506921188;7003265086;7404083257,23466591600;57191134605;57196002482;57196346943;6506921188;7003265086;7404083257,23466591600;47361614000;57191134605;57196002482;57196346943;6506921188;7003265086;7404083257,14068606800;23466591600;31767808300;57191134605;6503897800;6506921188;7003265086
60004152,US,8369792800,8369792800,8369792800,8369792800,8369792800
60012469,US,26664295900;56205428400;7102990499,56205428400;7102990499,56205428400;7102990499,7102990499,7102990499
60014170,US,24318119200;25938100000;25938578100;6507059266;6508042862;6603130863;6603227970;7004678761;7005670616;7102466575;7401618815;7402765269;7406896887;7410158434;7801470734;7801501435,24318119200;25938100000;25938578100;6507059266;7102466575;7401618815;7406896887;7801470734;7801501435,16441538100;25938100000;25938578100;55657250500;6507059266;7401618815;7406896887;7801470734;7801501435,16441538100;25938100000;25938578100;55657250500;6507059266;7406896887;7801470734;7801501435,16441538100;55657250500;6507059266;7406896887;7801470734;7801501435
60019992,US,36519856400,36519856400,36519856400,36519856400,36519856400
60025157,US,16433592400;16451347700;23033085500;25934808000;35268712600;35932023500;36117580500;55140206400;56600572300;57485357800;6504376172;6507108700;6508135351;6508201511;6602921359;6603360359;7004871722;7102561604;7401544087;7402382605;7403018187,16451347700;23033085500;25934808000;35932023500;36117580500;55140206400;56600572300;57485357800;6504376172;6508201511;6603360359;7004871722;7102561604;7402382605;7403018187,16451347700;23033085500;25934808000;35932023500;36117580500;55140206400;56122021600;56600572300;57485357800;6504376172;6508201511;6603360359;7004871722;7102693817;7402382605;7403018187,16451347700;23033085500;25934808000;35932023500;36117580500;55140206400;55824253400;56089206500;56122021600;56254259400;56600572300;57485357800;6504376172;6508201511;6603360359;7004871722;7102693817;7402382605;7403018187;9042351600,16451347700;23033085500;25934808000;55140206400;55824253400;56122021600;56254259400;57485357800;6603360359;7102693817;7402382605;7403018187
60005872,US,12799130300;24406108400;24512835200;55599540400;7005842094;7801469276,12799130300;55599540400;7801469276,12799130300;55599540400;7801469276,12799130300;35368583700;55599540400;56169654800;7801469276,55599540400
60018926,US,14010024000;14521619200;16405196600;16415408200;16416237500;18634283800;22935638800;23104623500;24354181000;24355337700;24359548200;24387511300;24439005400;24522238400;26641954100;35338751800;35434559700;35964016000;36010612900;39161309800;56212820700;56262782100;57042108500;57153038900;57189405459;57189655076;57189980644;57190903403;57191133396;57201183521;6505535627;6506402814;6507234575;6507353066;6508213844;6508276773;6602207541;6603248243;6603333261;6701745549;7004377319;7005205520;7005607358;7005731913;7006669772;7006735191;7201711326;7401474195;7402210965;7403642800;7801603626;8441898800,14218996100;14521619200;16405196600;16415408200;16416237500;18634283800;22935638800;23104623500;24354181000;24355337700;24359548200;24387511300;24439005400;24522238400;35338751800;35434559700;36010612900;39161309800;55547123507;56212820700;56262782100;57153038900;57189980644;57190903403;57191133396;57201183521;6505535627;6506402814;6507234575;6507353066;6508213844;6508276773;6601990980;6602207541;6603248243;6701745549;7004377319;7005205520;7005607358;7006669772;7006735191;7401474195;7403642800;7801603626,14218996100;14521619200;16405196600;16415408200;16416237500;18634283800;22935638800;23104623500;24354181000;24355337700;24359548200;24387511300;24439005400;24522238400;35338751800;35434559700;36010612900;39161309800;55547123507;56212820700;56262782100;57153038900;57189980644;57190903403;57191133396;57201183521;6505535627;6506402814;6507234575;6507353066;6508185440;6508276773;6601990980;6602207541;6603248243;6701745549;7004377319;7005275937;7005607358;7006669772;7006735191;7401474195;7403642800;7801603626,14218996100;14521619200;16405196600;16415408200;16416237500;18634283800;22935638800;23104623500;24354181000;24355337700;24359548200;24439005400;24522238400;35338751800;35434559700;36010612900;39161309800;55547123507;56212820700;57153038900;57189980644;57191133396;57201183521;6505535627;6506402814;6507234575;6507353066;6508185440;6508227732;6508276773;6601990980;6602207541;6603248243;6701745549;7004125578;7004377319;7005275937;7005607358;7006669772;7006735191;7401474195;7403642800;7801603626;8930867900,14218996100;14825851600;16405196600;16415408200;16416237500;18634283800;24355337700;24439005400;24522238400;36010797200;56212820700;57189980644;57191133396;6505535627;6506402814;6507234575;6507353066;6508185440;6508227732;6508276773;6603248243;6701745549;7004125578;7004377319;7005275937;7005607358;7006669772;7401474195;8930867900
