stu_id,adviser_name,commitee_members,source
"REZENDE, LEONARDO;Stanford University;2003",Timothy Bresnahan,Patrick Bajari,Academictree;Commitee CV
"RHEE, BYUNGCHAE;Pennsylvania State University;2004",J. Thomas Sjostrom,Kalyan Chatterjee; James S. Jordan; Steve J. Huddart; Robert C. Marshall,Dissertation
"RHEE, HYUK-JAE;Michigan State University;2003",Rowena A. Pecchenino,,academictree
"RHEE, KI-EUN;Columbia University;2004",Kyle Bagwell,Atila Abdulkadiroglu; Eiichi Miyagawa; Michael Riordan; Raphael Thomadsen,Dissertation
"RHEE, KYOUNGWON;University of Wisconsin;2000",Yeon-Koo Che,Larry Samuelson; Donald B. Hausch,Dissertation; University
"RIDLEY, DAVID BLAINE;Duke University;2001",Daniel Graham,Gregory Crawford; Henry Grabowski; John Vernon; Nikolaos Vettas,Dissertation
"RIFE, GARY;University of Illinois, Chicago;2002",Houston H. Stokes,Gilbert Basset; George Karras; John McDonald; Joseph Persky,Dissertation
"RIGDON, MARY;University of Arizona;2001",Vernon L. Smith,Kevin McCabe; Dan Houser,CV; academictree
"RIGOLINI, JAMELE;New York University;2004",Debraj Ray,,academictree
"RILEY, GEORGE;Clark University;2002",Wayne B. Gray,,Dissertation
"RIO, CECILIA M.;University of Massachusetts;2001",Richard Wolff,Stephen Resnick; Julie Graham,Dissertation
"RIRERMSOONTHORN, KANCHANA;Utah State University;2002",Chris Fawson,Keith R. Criddle; John Gilbert; Basudeb Biswas; Philip R. Swensen,Dissertation
"RIVERA, PAUL;University of Southern California;2003",Jeffrey Nugent,,academictree
"ROBBINS, CAROL;University of Delaware;2003",William R. Latham III,Evangelos M. Falaris; Ravindra Yatawara; Steven E. Hastings,Dissertation
"ROBERT, MARC Y.;University of California, Davis;2003",Wing Thye Woo,,
"ROBERTS, MATTHEW;North Carolina State University;2001",Barry K. Goodwin; Alastair Hall,,CV
"ROBERTS, MICHAEL RYAN;University of California, Berkeley;2001",Peter Berck,Jeffrey Perloff; Paul Gertler,CV
"ROBINETT, DAVID A.;George Washington University;2004",Michael D. Bradley,Steven M. Suranovic; Sumit Joshi,Dissertation
"ROBINSON, JUDITH K.;University of Massachusetts;2001",Nancy Folbre,,academictree
"ROBOTTI, CESARE;Boston College;2001",Pierluigi Balduzzi; Arthur Lewbel,Alan Marcus; Eric Jacquier,Dissertation
"ROCHANANONDA, CHADIN;University of Kansas;2004",Joshua Rosenbloom,,academictree
"ROCKOFF, JONAH;Harvard University;2004",Caroline Hoxby,Larry Katz; Martin Feldstein,Email
"RODDY, JULIETTE KATHRYN;Wayne State University;2002",Allen Goodman,,CV
"RODRIGUEZ, ARNULFO;University of Texas;2004",David A. Kendrick,Peter J. Wilcoxen; Douglas C. Dacy; P. Dean Corbae; Glenn Y. Masada,Dissertation
"RODRIGUEZ, JUAN C.;University of Maryland;2001",Dilip B. Madan,Michael Binder; Fernando Broner; Haluk Unal; Michael Fu,Email
"ROFF, JENNIFER;Johns Hopkins University;2003",Robert Moffitt; Matthew Shum,,CV; academictree
"ROGERS, JANET EVELYN;University of Colorado;2000",James R. Aim,Jose J. Canals-Cerda; Jeffrey S. Zax; Larry D. Singell; Rich Wobbekind,Dissertation
"ROJAS, ALVARO;University of California, Santa Cruz;2004",Michael P. Dooley,Kenneth M. Kletzer; Joshua Aizenman,Dissertation
"ROMALIS, JOHN;Massachusetts Institute of Technology;2001",Jaume Ventura; K. Daron Acemoglu,,Dissertation
"ROMEU, RAFAEL B.;University of Maryland;2002",Roger R. Betancourt; Carmen M. Reinhart,Michael Binder; Robert P. Flood; John Shea,Email; academictree
"ROMLEY, JOHN;Stanford University;2003",Frank Wolak,,academictree
"RONGALA, SUNIL;Claremont Graduate University;2003",Thomas D. Willett,,academictree
"ROOM, TAIRI;Boston College;2004",Peter N. Ireland,,academictree
"ROSARIO, BRIAN P.;University of California, Davis;2002",Wing T. Woo,Alan M. Taylor; Paul Bergin,Email; academictree
"ROSENBERG, RENA JUDITH;University of Chicago;2002",Steve Levitt,Mark Duggan; Michael Greenstone,Dissertation
"ROSENBERG, STUART;Fordham University;2003",Hrishikesh D. Vinod,Robert J. Brent; Mary Beth Combs,Email
"ROSS, HANA;University of Illinois, Chicago;2000",Frank Chaloupka,,academictree
"ROSSI-HANSBERG, ESTEBAN ALEJANDRO;University of Chicago;2002",Robert Emerson Lucas,Fernando Alvarez,https://www.genealogy.math.ndsu.nodak.edu/id.php?id=212675; Committee CV
"ROSSI, BARBARA;Princeton University;2001",Mark W. Watson,,academictree
"ROUSH, JENNIFER E.;Indiana University;2001",Eric M. Leeper,,academictree
"ROUSHDY, RANIA ALY;SUNY, Stony Brook;2003",Mark R. Montgomery,,academictree
"ROUSU, MATTHEW;Iowa State University;2002",Wallace E. Huffman,,academictree
"ROY, ANUSUYA;University at Albany;2003",Terrence Kinal,,academictree
"ROYER, HEATHER N.;University of California, Berkeley;2004",David Card,,academictree
"RUBLE, RICHARD;University of Virginia;2002",Simon Anderson,Maxim Engers; Jacob Goeree,Email; academictree
"RUFFER, RASMUS;Indiana University;2001",George M. von Furstenberg,,academictree
"RUIZ ARRANZ, MARTA;Harvard University;2002",Dale Jorgenson,,academictree
"RUIZ-VERDU, PABLO;Stanford University;2001",John H. Pencavel,,academictree
"RUIZ, ALEXANDER;Rice University;2004",Robin C. Sickles,Marc Dudey; Jennifer M. George,Dissertation
"RUIZ, RICARDO;New School for Social Research;2004",Duncan K. Foley,Lance Taylor; Robert Axtell; Dan MacIntyre,Dissertation
"RUKUMNUAYKIT, PUNGPOND;Michigan State University;2003",John Strauss,Jeff Biddle; John Goddeeris; Jeff Wooldridge; John Giles; Andrei Shevchenko,Dissertation
"RUSSELL, GARETH (GARY);University of Manitoba;2001",Wayne Simpson,,academictree
"RUSSELL, JEFFREY E.;University of Oregon;2000",Larry Singell,James Ziliak; Joe Stone; Patricia Gwartney,Email
"RUSSELL, WILLIAM;George Mason University;2001",Richard Wagner,Mark Crain; Sharon Brown-Hruska,Dissertation
"RUTA, MICHELE;Columbia University;2004",Alessandra Casella,,academictree
"RYAN, DANIEL JOHN;University of California, Santa Barbara;2003",Clement G. Krouse,H.E. Freeh III; William S. Comanor,Dissertation
"RYU, DEOCKHYUN;Rice University;2004",Mahmoud A. El-Gammal,,academictree
"SAAD-LESSLER, JOELLE;Columbia University;2003",Donald Davis,,academictree
"SAAD, MOHSEN MOUSSA;University of Delaware;2002",James L. Butkiewicz,,academictree
"SABIRIANOVA, KLARA;University of Kentucky;2001",Mark Berger,,CV; academictree
"SABYR, LYAZIZA G.;Indiana University;2000",Michael V. Alexeev; Edward F. Buffie,Robert A. Becker; Fwu-Ranq Chang,Dissertation
"SAE AIEW, WIPON;Texas A&M University;2003","Rodolfo M. Nayga, Jr.",John P. Nichols; Oral Capps Jr.; Richard T. Woodward; William G. Graziano,Dissertation
"SAFAVIAN, MEHNAZ;Ohio State University;2001",Douglas H. Graham,Timothy Frye; Claudio Gonzalez-Vega; Ian Sheldon,Dissertation
"SAHIBZADA, SHAMIM;Binghamton University;2002",Thomas G. Cowing,,academictree
"SAHIN, AYSEGUL;University of Rochester;2002",Mark Bils,,academictree
"SAID, QAYYIM;University of Utah;2002",Norman J. Waitzman,,academictree
"SAIZ, ALBERT;Harvard University;2002",Edward Glaeser,David Cutler; Emmanuel Saez,Dissertation
"SAKOULIS, GEORGIOS;University of Washington;2000",Stephen J. Turnovsky,,academictree
"SALEH, BASEL;Kansas State University;2004",E Wayne Nafziger,,academictree
"SALEVURAKIS, JOHN WILLIAM;University of Utah;2003",Garth Mangum,,academictree
"SALIBA, CHRISTINE;University of Delaware;2004",Michael A. Arnold; Rene Sandretto,Evangelous Falaris; Yves Crozet; Thierry Penard; James Dearden,Dissertation
"SALINAS PEREA, DANIEL;University of California, Irvine;2004",Michelle Garfinkel,,academictree
"SALOMON, MARCELO FIGUEIREDO;Columbia University;2001",Ron Miller; Alessandra Casella,Perry Mehrling; Richard Mishkin; Mark Henry,Dissertation
"SALVA, CAROLINA;Cornell University;2001",Warren Bailey,Timothy J. Vogelsang; Bhaskaran Swaminathan,University
"SAMPAT, BHAVEN NIRU;Columbia University;2001",Stephen Cameron,,Dissertation
"SAMPHANTHARAK, KRISLERT;University of Chicago;2003",Robert Townsend,Pierre-André Chiappori; Per Strömberg; Randall Kroszner,CV
"SAMY, YIAGADEESEN;University of Ottawa;2003",Gabriel Rodriguez; Vivek Dehejia,,Dissertation
"SANCHEZ ANCOCHEA, DIEGO;New School for Social Research;2004",William Milberg,Lance Taylor; Duncan Foley; Courtney Jung,Email
"SANCHEZ, CAROLINA;Harvard University;2000",Richard B. Freeman,,academictree
"SANCHEZ, MARCELO P.;University of California, Berkeley;2000",David H. Romer,,academictree
"SANEYOSHI, YUMIO;Harvard University;2001",Richard B. Freeman,,academictree
"SANGRUJEE, NALINEE;University of California, Berkeley;2001",Ethan Ligon,,academictree
"SANHUEZA, GONZALO I.;University of California, Los Angeles;2000",Arnold C. Harberger,,academictree
"SANNIKOV, YULIY VICTOROVICH;Stanford University;2004",Robert Wilson; Andrzej Skrzypacz,,CV
"SANOGO, DIAKALIA;Purdue University;2001",William Masters,,academictree
"SANTALO, JUAN;University of Chicago;2002",Luis Garicano,,academictree
"SANTANGELO, GIACOMO;Fordham University;2004",Derrick Reagle,,academictree
"SANTESTEBAN, CRISTIAN;Stanford University;2001",Avner Greif,,academictree
"SANTIAGO, PAULO J.;Northwestern University;2000",John Panzar,,Email; academictree
"SANTOR, ERIC;University of Toronto;2002",Dwayne Benjamin,,University
"SANYAL, PAROMA;University of California, Irvine;2001",Linda R. Cohen,,academictree
"SANYAL, PRABUDDHA;American University;2004",Walter G. Park,,academictree
"SANZ, LUIS;University of Pennsylvania;2003",Bilge Yilmaz,,Email
"SARACENO, FRANCESCO;Columbia University;2003",Alessandra Casella,,academictree
"SARACOGLU, DURDANE SIRIN;University of Minnesota;2003",Terry L. Roe,,academictree
"SARAFIDIS, IOANNIS;Yale University;2001",Benjamin Polak,Stephen Morris,University; http://www.princeton.edu/~smorris/past%20PhD%20Students
"SARANGI, SUDIPTA;Virginia Polytechnic Institute and State University;2000",Hans Haller; Robert P. Gilles,,CV; academictree
"SARIBAS, HAKAN;George Mason University;2003",Willem H. Thorbecke,,academictree
"SAROS, DANIEL EARL;University of Notre Dame;2004",Martin Wolfson,Charles Craypo; Kwan Kim; William Leahy,Email
"SARR, ABDOURAHMANE;George Washington University;2002",Michael D. Bradley,Christopher Snyder; Frederick L. Joutz,Dissertation
"SARRO, MARK A.;Boston College;2000",Peter Gottschalk,,academictree
"SASAKI, NORIAKI;University of Arizona;2000",Stanley S. Reynolds,,academictree
"SASSER, ALICIA;Harvard University;2001",Lawrence Katz,,academictree
"SAU, APARNA;Clark University;2001",E C. H. Veendorp,,academictree
"SAWAKI, HISASHI;University of North Carolina;2002",Patrick Conway,,University
"SCARTASCINI, CARLOS G.;George Mason University;2001",Richard E. Wagner,,Dissertation
"SCHAEFER, KENDALL;American University;2001",Robert A Blecker,,academictree
"SCHANZENBACH, MAX;Yale University;2002",T. Paul Schultz,Ann Stevens,University
"SCHAUMBURG, ERNST;Princeton University;2001",Yacine Ait-sahalia,,academictree
"SCHAVEY, AARON B.;George Mason University;2002",Charles K. Rowley,,academictree
"SCHEWIOR, ROBERT W.;Rutgers University;2001",Mark Killingsworth,Hiroki Tsurumi; Will Milberg; Frank Vella,Dissertation; academictree
"SCHIFFMAN, DANIEL AUBREY;Columbia University;2000",Charles Calomiris,,academictree
"SCHINDLER, JOHN;University of Pennsylvania;2000",Roberto S. Mariano,,Email; academictree
"SCHLEICHER, CHRISTOPH;University of British Columbia;2004",James Mason,,
"SCHMIDT, LUCILLE;University of Michigan;2003",Rebecca M. Blank,John Bound; Paul N. Courant; Julie Berry Cullen; Robert J. Willis,Dissertation
"SCHMIT, TODD MICHAEL;Cornell University;2003",Harry M. Kaiser,,academictree
"SCHMITT, PAMELA M.;Indiana University;2000",James M. Walker; David R. Schmidt,,CV
"SCHNEIDER, SELENA;Fordham University;2001",Dominick Salvatore,Christopher Cornell; Derrick Reagle; Henry Schwalbenberg,Email; academictree
"SCHOLTEN, PATRICK A.;Indiana University;2003",Michael Baye,,academictree
"SCHRADE, WILLIAM;University of California, Irvine;2002",Arthur S. De Vany,,academictree
"SCHREDER, DOUGLAS;University of Illinois, Chicago;2004",Richard Kosobud; Peter Scheff,Houston Stokes; Victoria Persky; Joseph Persky,Dissertation
"SCHROEDER, SUSAN;New School for Social Research;2004",Duncan Foley,Anwar Shaikh; Lance Taylor,Dissertation
"SCHROTH, ENRIQUE;New York University;2002",Douglas Gale,,academictree
"SCHUERHOFF, NORMAN;Carnegie Mellon University;2004",Richard C. Green,Burton Hollifield; Pierre Collin Dufresne,Dissertation
"SCHULENBERG, STEVEN;Pennsylvania State University;2003",Robert C. Marshall,Herman J. Bierens; Ronald L. Filippelli; J. Tomas Sjöström,Dissertation
"SCHULER, PHILIP M.;University of Maryland;2002",Peter Murrell,,academictree
"SCHULTZ, JAY DAVID;University of Missouri;2001",Peter R. Mueser,,Email; academictree
"SCHWABISH, JONATHAN;Syracuse University;2003",Thomas Knicsner,,academictree
"SCHWALM, DOUGLAS DAVID;University of California, Berkeley;2002",Theodore E. Keeler,,academictree
"SCHWARM, WALTER;Colorado State University;2002",Harvey Cutler,,academictree
"SCHWARTZ, JEREMY T.;Indiana University;2003",Roy J. Gardner,Tong Li; James M. Walker; Arlington W. Williams,Dissertation
"SCOTT, AMY KATHRYN STROMSTAD;Lehigh University;2002",Frank R. Gunter,,Dissertation
"SCOTTON, CAROL ROBINSON;Georgia State University;2000",Laura Taylor,Julie Hotchkiss; Andrew Sumner; Mary Beth Walker,Dissertation
"SCULLY, JAMES;Princeton University;2003",Chris Paxson,Sara McLanahan; James Trussell,Dissertation
"SEABURY, SETH ANGUS;Columbia University;2002",Steve Cameron,,academictree
"SECCHI, SILVIA;Iowa State University;2000",Bruce A. Babcock,,academictree
"SECRIERU, IULIA OANA;Queen's University;2003",Robin W. Boadway,,academictree
"SEELEY, KARL;University of Washington;2001",Gardner M. Brown Jr.,,Dissertation
"SEFTOR, NEIL;University of Virginia;2001",Edgar Olsen,William Johnson; Leora Friedberg,Email; academictree
"SEIDLER, ELIZABETH PITNEY;Clark University;2001",Frank Puffer,,academictree
"SEIM, KATJA;Yale University;2001",Christopher D. Timmins; Steven T. Berry,,Dissertation
"SEINFELD, JANICE;Harvard University;2000",David Cutler; Catherine Wolfram; Richard Caves,,Dissertation
"SEITZ, SHANNON N.;University of Western Ontario;2000",Audra Bowlus,Chris Robinson; Jeffrey Smith,Dissertation
"SELAIVE, JORGE;New York University;2003",Pierpaolo Benigno,Mark Gertler; Sydney Ludvingson; Fabrizio Perri,Dissertation
"SELF, JAMES K.;Southern Illinois University;2002",Richard Grabowski,,academictree
"SELF, SHARMISTHA;Southern Illinois University;2002",Richard Grabowski,,academictree
"SELIM, TAREK HASSAN;George Washington University;2003",Sumit Joshi,,academictree
"SEN, ANINDITA;New York University;2002",Edward N. Wolff,,academictree
"SEN, DEBAPRIYA;SUNY, Stony Brook;2003",Yair Tauman,,academictree
"SEN, SUMANTRA;University of Pennsylvania;2003",George J. Mailath,,Email; Dissertation; academictree
"SENDONARIS, ASTA;University of Houston;2001",Paul Gregory,David Papell; Richard Bean; Victor Mote,Dissertation
"SENESKY, SARAH;Yale University;2000",Michael A. Boozer,,University; academictree
"SENGMUELLER, PAUL;Columbia University;2002",Gur Huberman,,academictree
"SENGONUL, AHMET;George Mason University;2003",William H. Thorbecke,,academictree
"SEO, MYUNGHWAN;University of Wisconsin;2004",Bruce E. Hansen,Steven Durlauf; Gautam Tripathi,Dissertation
"SEO, SEUNGWON;University of Colorado;2003",Yongmin Chen,,Email; Advisor CV academictree
"SEPULVEDA, FACUNDO;Michigan State University;2002",Rowena A. Pecchenino,,academictree
"SESLEN, TRACEY;Massachusetts Institute of Technology;2003",William Wheaton; Jerry A. Hausman,,Dissertation
"SETLHARE, LEKGATLHAMANG;University of Manitoba;2002",Norman E. Cameron,,academictree
"SEVAK, PURVI;University of Michigan;2002",Robert J. Willis; Matthew D. Shapiro,,CV
"SEVILLA-SANZ, ALMUDENA;Brown University;2004",Andrew Foster,Rachel Friedberg; David Weil,Dissertation; academictree
"SEVILLA, DENNIS;Claremont Graduate University;2004",Darren Filson,Thomas Borcherding; Arthur T. Denzau,Dissertation
"SEYDEL, CAROLYN;University of California, Los Angeles;2002",Joseph M. Ostroy,,academictree
"SHACKMAN, JOSHUA;University of California, Los Angeles;2001",Bryan Ellickson; William Zame,Antonio Bernardo; Aaron Tornell,CV
"SHAHNAWAZ, SHEIKH;University of Southern California;2002",Jeffrey Nugent,,academictree
"SHAMBAUGH, JAY CURTIS;University of California, Berkeley;2002",Maurice Obstfeld,,CV; academictree
"SHAMBORA, WILLIAM;University of Kentucky;2000",Mukhtar M. Ali,James Fackler; Bradford Jordan; Mark Toma; Christopher Waller; Stuart Keller,Dissertation
"SHANG, ON TAT ALFRED;Harvard University;2004",Jeremy Stein,Kenneth Froot; Josh Lerner,Dissertation
"SHANINPOOR, NASRIN;University of Cincinnati;2000",Haynes Goddard,,academictree
"SHANKAR, RASHMI;University of California, Santa Cruz;2001",Michael Hutchison; Kenneth M. Kletzer,Michael P. Dooley,Dissertation
"SHARMA, AMARENDRA K.;University of Cincinnati;2002",Wolfgang Mayer; Debashis Pal,Jeffrey Mills,Dissertation
"SHARMA, POOJA;University of Cincinnati;2001",Wolfgang Mayer,Debashis Pal; Jeffrey Mills,Dissertation
"SHARMA, SANDESHIKA;University of California, Irvine;2004",Donald G. Saari,Brian Skyrms; Michelle Garfinkel,Dissertation
"SHARMA, SHALINI;Syracuse University;2001",Stuart S. Rosenthal,,academictree
"SHAUGHNESSY, TIMOTHY;Florida State University;2003",Keith R. Ihlanfeldt,Dean H. Gatzlaff; Randall G. Holcombe; Thomas W. Zuehlke,Dissertation
"SHBIKAT, GAZI HAMDALLAH;University of Tennessee;2000",Charles B. Garrison,,Email; academictree
"SHEN, MINGGAO;Stanford University;2001",Masahiko Aoki,,academictree
"SHEN, QIAN;Southern Illinois University;2002",Subhash C. Sharma; Andrew C. Szakmary,Grabowski; Peterson; Sylwester,Dissertation
"SHEN, YAN;University of Southern California;2003",Cheng Hsiao,Kathleen Johnson; Isabelle Perrigne; Geert Ridder; Quang Vuong,Dissertation
"SHERIDAN, NIAMH;Johns Hopkins University;2002",Laurence Ball,,academictree
"SHERLUND, SHANE M.;University of Wisconsin;2003",Bruce E. Hansen,Gautam Tripathi; Michael R. Carter,Dissertation
"SHEU, JI-TIAN;Boston University;2004",Ching-to A. Ma,,academictree
"SHEU, SHENG-JANG;Texas A&M University;2002",Donald Deere; Finis Welch,,University
"SHI, HAIYAN;American University;2001",Alan G Isaac,,academictree
"SHI, MIN;Harvard University;2001",Alberto Alesina,,academictree
"SHIFFMAN, GARY;George Mason University;2002",Mark Crain,Carlos Ramirez; Todd Zywicki,Dissertation
"SHIKHER, SERGE;Boston University;2004",Jonathan Eaton,Simon Gilchrist; Dilip Mookherjee,Dissertation
"SHIMAZAKI, YOSHIAKI;George Washington University;2004",Vincy Fon,,academictree
"SHIMIZUTANI, SATOSHI;University of Michigan;2002",Gary Saxonhouse,Chang-Tai Hsieh; Matthew Shapiro; Katherine Terrell; David Weinstein,Dissertation
"SHIMOTSU, KATSUMI;Yale University;2001",Peter C.B. Phillips,,Advisor CV; academictree
"SHIMPALEE, PAT;University of South Carolina;2004",Janice B. Breuer,,academictree
"SHIN, DONGSOO;University of Washington;2001",Jacques Lawarree,,academictree
"SHIN, HYUNJOON;University of Missouri;2000",Ronald A. Ratti,,Email
"SHIN, MIN-YONG;Purdue University;2001",John A. Carlson,John M. Barron; Charalambos D. Aliprantis; K. Rao Kadivala,Dissertation
"SHIN, SUKHA;Ohio State University;2002",Masao Ogaki,Pok-sang Lam; Lung-Fei Lee; Nelson Mark,Dissertation; academictree
"SHIN, SUNGWON;University of Wisconsin, Milwaukee;2000",Mohsen Bahmani-Oskooee,,academictree; Advisor CV
"SHIN, YONGSEOK;Stanford University;2004",Thomas J. Sargent,,academictree
"SHIRIMA, LUDOVICK;American University;2003",John Willoughby,,academictree
"SHIRONO, KAZUKO;Columbia University;2004",David Weinstein,,academictree
"SHOR, MIKHAEL;Rutgers University;2001",Martin K. Perry,,academictree
"SHORE, STEPHEN;Harvard University;2003",John Y. Campbell,,academictree
"SHORT, JOANNA SANDRA;Indiana University;2001",Elyce J. Rotella,,CV; academictree
"SHRESTA, HEMENTA;University of Connecticut;2000",Susan M. Randolph,,Email; academictree
"SHUPP, ROBERT S.;Indiana University;2000",James M. Walker; David R. Schmidt,,CV
"SIAENS, CORINNE;American University;2004",Robert Lerman,,academictree
"SIALM, CLEMENS;Stanford University;2001",John B. Shoven,B. Douglas Bernheim; James M. Poterba; Thomas J. Sargent; Jeff Strnad,CV
"SIAM, JOHN J.;Concordia University;2000",Bryan Campbell,,academictree
"SIERMINSKA, EVA;Johns Hopkins University;2003",Robert Moffitt,,CV; academictree
"SILE, ESIN;Georgetown University;2003",Susan M. Collins,"Robert Hussey, S.J.; Arik Levinson",Dissertation
"SILVERMAN, DANIEL;University of Pennsylvania;2002",Andrew Postlewaite,,Email; academictree
"SIM, DANIEL;Rice University;2001",Peter Mieszkowski,Douglas A. Schuler,academictree; Commitee CV
"SIMIC, ALEKSANDRA;Clark University;2003",Attiat Ott,,https://www2.clarku.edu/departments/economics/research/graduate-research.cfm
"SIMON, MARIO;Yale University;2001",David Pearce,,University
"SIMONE, ALEJANDRO;University of California, Los Angeles;2002",Carlos Vegh,,http://www.spotlight.ucla.edu/students/alejandro-simone_econ/
"SIMS, MELISSA D.;University of North Carolina;2002",David M. Blau,,University; academictree
"SINCLAIR, CORY D.;University of Utah;2003",Peter Philips,,academictree
"SINGER, SUSAN S.;University of Maryland;2000",Lawrence M. Ausubel,Peter Cramton; Harry Kelejian; Rachel E. Kranton; Robert J. Windle,Email; academictree
"SINGH, AMITABH;University of North Carolina;2001",Helen V. Tauchen,,University; academictree
"SINGH, JASJIT;Harvard University;2004",Tarun Khanna,,academictree
"SINGH, RAJESH KUMAR;University of California, Los Angeles;2002",Carlos A. Vegh,Amartya Lahiri; Luisa Lambertini; Hans Schollhammer,Dissertation
"SINGH, RAVI;Stanford University;2003",Steven Tadelis,Susan Athey; Ilya Segal,academictree;https://siepr.stanford.edu/sites/default/files/publications/02-22_0.pdf
"SINHA, NISTHA;University of Washington;2001",Shelly Lundberg,Anil Deolalikar; Elaina Rose; Philip Brock,Dissertation
"SIRAKAYA, SIBEL;University of Wisconsin;2003",Steven N. Durlauf,Larry Samuelson; William Brock,University; http://www.genealogy.ams.org/id.php?id=118870
"SIRIMANNE, SHAMIKA;Carleton University;2001",Ehsan Choudhri; Larry Schembri,Archibald Ritter,Dissertation; academictree
"SISCART, MARC;New York University;2004",Raquel Fernandez,,academictree
"SITTHIYOT, THITITHEP;Claremont Graduate University;2000",Thomas D. Willett,Richard C.K. Burdekin; Arthur T. Denzau; Manfred W. Keil,Dissertation
"SIU, HENRY E.;Northwestern University;2002",Lawrence J. Christiano,,academictree
"SJUIB, FAHLINO;Kansas State University;2003",Steven P. Cassou,,academictree
"SKEIE, DAVID ROBERT;Princeton University;2004",Patrick Bolton,Franklin Allen; Ben Bernanke,CV
"SKIBA, ALEXANDRE SASHA;Purdue University;2003",David L. Hummels,,academictree
"SKIPTON, CHARLES DAVID;Florida State University;2003",James D. Gwartney,,academictree
"SKRETA, VASILIKI;University of Pittsburgh;2001",Philip J. Reny,P. Dean Corbae,University; Advisor CV; Commitee CV
"SKRIPNITCHENKO, ANATOLIY;Purdue University;2003",Philip Abbott,Shahla Shapouri; James Eales; Philip Paarlberg; John Pomery,Dissertation
"SLAVOV, SLAVI;Stanford University;2003",Ronald McKinnon,,academictree
"SLOBODYAN, SERGEY A.;Washington University in St. Louis;2000",William Barnett,Gaetano Antinolfi; James Bullard; Steven Fazzari; James Morley; Robert Parks; Heinz Michael Schaettler,Dissertation
"SMAIL, RAHMAT;University of Arkansas;2001",Andrew W. Horowitz,,academictree
"SMALLWOOD, AARON;Florida State University;2001",Stefan C. Norrbin,Ian W. McKeague; Paul M. Beaumont; Don Schlagenhauf,Dissertation
"SMITH, CARL WARREN;Binghamton University;2003",Edward C. Kokkelenberg,Charles W. Bischoff; Stanley Masters; Dennis Lasser,Dissertation
"SMITH, FREDRIC HOMER;Vanderbilt University;2001",Jeremy Atack,Bill Collins; James Foster; Malcolm Getz; Robert Margo; Ralph McKenzie,Dissertation
"SMITH, JAMES F.;American University;2002",Jon D. Wisman,John Willoughby; Howard Wachtel,Dissertation
"SMITH, KAREN GOODMAN;University of Delaware;2000",Saul D. Hoffman,Evangelos M. Falaris; Charles R. Link; Dale W. Trusheim,Dissertation
"SMITH, RICHARD;University of Connecticut;2001",Dennis R. Heffley,,Email
"SMITH, WILLIAM JOSEPH;Georgia State University;2002",David Sjoquist; Shif Gurmu,,Dissertation
"SMUROV, ALEXEY A.;University of Georgia;2004",Donald C. Keenan,,Dissertation
"SNARR, HAL W.;Washington State University;2004",Robert Rosenman,,University
"SNYDER, STEPHEN;University of Maryland;2004",William N. Evans,Charles Hulten; Ginger Zhe Jin; Mark Meiners; John Wallis,Dissertation
"SNYDER, SUSAN ROSE;Georgia State University;2001",William S. Custer,,academictree
"SOARES, RODRIGO REIS;University of Chicago;2002",Gary S. Becker,,academictree
"SOARES, YURI;Michigan State University;2002",John Strauss,,Dissertation
"SODINI, PAOLO;Massachusetts Institute of Technology;2001",Dimitrios Vayanos; Jiang Wang,,Dissertation
"SOEDOMO, SUDARSONO;University of Missouri;2003",Shawn Ni,Whitney Hicks; John Stowe; Pham Hoang Van; Xinghe Wang,Dissertation
"SOFFRITTI, MIRCO;Boston College;2003",Fabio Ghironi,,academictree
"SOGUTLU, ZULAL;North Carolina State University;2000",Michael L. Walden; John J. Seater,Alastair R. Hall; Charles R. Knoeber,Dissertation
"SOHN, WOOK;Columbia University;2003",Charles Calomiris,,academictree
"SOLE, JUAN;University of Minnesota;2003",Larry Jones,Marco Bassetto; V.V. Chari; Patrick Kehoe; Ross Levine,Dissertation
"SOLIMAN, MOHAMED MAHMOUD MOHAMED;University of Oregon;2002",Bruce Blonigen,Steve Haynes; Ronald B. Davies; John Orbell,Email
"SOLOMON, RAPHAEL H. R.;Ohio State University;2003",Nelson C. Mark,,Dissertation
"SOMEFUN, DEKOYEJO;University of Notre Dame;2001",Philip E. Mirowski,,academictree
"SOMMER, MARTIN;Johns Hopkins University;2003",Laurence Ball,,academictree
"SOMUANO, ALEJANDRO;University of Texas;2001",Scott Freeman,,Dissertation
"SON, CHONG-HWAN;City University of New York;2002",Michael Grossman,,University
"SONDERGAARD, LARS;Georgetown University;2003",Behzad Diba,,academictree
"SONG, CHAN HO;University of Michigan;2000",Gary R. Saxonhouse,Alan V. Deardorff; Stephen W. Salant; David E. Weinstein,University
"SONG, CHEN;University of Chicago;2000",Gary Becker,Steven Levitt; Sherwin Rosen,Dissertation
"SONG, JEONGSEOK;Michigan State University;2004",Richard T. Baillie,,academictree
"SONG, MINJAE;Harvard University;2003",Ariel Pakes,,Advisor CV; academictree
"SONG, UNJY;University of Wisconsin;2004",Phil Haile,,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.196.7241&rep=rep1&type=pdf
"SONG, WONHO;Rice University;2003",Yoosoon Chang,Robin C. Sickles; Katherine B. Ensor,Dissertation
"SONG, XUE;Johns Hopkins University;2001",Robert Moffitt,,academictree
