adv,adv_scopus-name,adv_scopus
John H. Kagel,"Kagel, John H.",7003832293
John H. Nachbar,"Nachbar, John H.",6701796313
John H. Pencavel,"Pencavel, John H.",6602445228
John H. Rogers,"Rogers, John H.",7404268367
John Haltiwanger,"Haltiwanger, John C.",6701823402
John Harris,"Harris, John R.",55740154300
John Hause,"Hause, John C.",6602300852
John Heaton,"Heaton, John C.",7102998555
John Heywood,"Heywood, John S.",7102743711
John J. Antel,"Antel, John J.",57189420257
John J. Seater,"Seater, John J.",6603470176
John J. Siegfried,"Siegfried, John J.",7101761498
John J. Wallis,"Wallis, John Joseph",7103223500
John K. Horowitz,"Horowitz, John K.",7201833698
John K. Scholz,"Scholz, John Karl",7101775368
John Kagel,"Kagel, John H.",7003832293
John Karl Scholz,"Scholz, John Karl",7101775368
John Keating,"Keating, John W.",7201419024
John Kennan,"Kennan, John",6602687263
John Knight,"Knight, John L.",7401751802
John Kwoka,"Kwoka, John E.",6602734217
John Leahy,"Leahy, John V.",7102719026
John Loxley,"Loxley, John",6506409479
John M. Abowd,"Abowd, John M.",6603611569
John M. Barron,"Barron, John M.",35616774700
John M. Gowdy,"Gowdy, John M.",7005707658
John M. Maheu,"Maheu, John M.",6602215836
John M. Marshall,"Marshall, John M.",55471925600
John M. Quigley,"Quigley, John M.",7102716111
John M. Staatz,"Staatz, John M.",6507397733
John Marshall,"Marshall, John M.",55471925600
John McDonald,"McDonald, John F.",7404230422
John McLaren,"McLaren, John",7101863759
John McMillan,"McMillan, John",7102040604
John Morgan,"Morgan, John",35565727600
John Mullahy,"Mullahy, John",57206163289
John Nichols,"Nichols, John P.",7201485946
John Nye,"Nye, John",8234501800
John O. Ward,"Ward, John O.",7404120493
John Olienyk,"Olienyk, John P.",6507842888
John Orbell,"Orbell, John M.",57207515038
John P. Conley,"Conley, John P.",7202572902
John P. Formby,"Formby, John P.",7003953338
John P. Hoehn,"Hoehn, John P.",7005649244
John P. Nichols,"Nichols, John P.",7201485946
John P. Olienyk,"Olienyk, John P.",6507842888
John Panzar,"Panzar, John C.",6507756424
John Pencavel,"Pencavel, John H.",6602445228
John Pepper,"Pepper, John V.",7102974443
John Pomery,"Pomery, John G.",6505948382
John Quigley,"Quigley, John M.",7102716111
John R. Norsworthy,"Norsworthy, John R.",7003889245
John R. Umbeck,"Umbeck, John R.",7801492502
John Riley,"Riley, John G.",7402484495
John Roberts,"Roberts, John",56925834500
John Rust,"Rust, John P.",7004986548
John S. Akin,"Akin, John S.",7006846639
John S. Chipman,"Chipman, John S.",7004915367
John S. Heywood,"Heywood, John S.",7102743711
John S. Lapp,"Lapp, John S.",7003582259
John Sabelhaus,"Sabelhaus, John",6602442123
John Sanders,"Sanders, John H.",7401878367
John Schroeter,"Schroeter, John R.",7006807390
John Shea,"Shea, John",55417553200
John Shoven,"Shoven, John B.",6506516828
John Smithin,"Smithin, John Nicholas",6508035872
John Solow,"Solow, John L.",6602373317
John Stowe,"Stowe, John Chappell",55355414700
John Strauss,"Strauss, John",57923621000
John T. Addison,"Addison, John T.",35320878200
John T. Cuddington,"Cuddington, John T.",6603612841
John Tilton,"Tilton, John E.",7005093261
John Vernon,"Vernon, John A.",8696858200
John W. Maxwell,"Maxwell, John W.",7201610560
John Wallis,"Wallis, John Joseph",7103223500
John Watkins,"Watkins, John J.",55112494900
John Whalley,"Whalley, John",7005494815
"John Wiley, jr.","Shepard Wiley, John",7801489793
John Willoughby,"Willoughby, John",14020709300
John Y. Campbell,"Campbell, John Y.",16446204900
John Yinger,"Yinger, John M.",6602776185
Jon Conrad,"Conrad, Jon M.",7103011024
Jon D. Erickson,"Erickson, Jon D.",7201961540
Jon D. Wisman,"Wisman, Jon D.",6506495753
Jon Erickson,"Erickson, Jon D.",7201961540
Jon M. Conrad,"Conrad, Jon M.",7103011024
Jon Sonstelie,"Sonstelie, Jon C.",6506249938
Jonah B. Gelbach,"Gelbach, Jonah B.",6506713977
Jonathan Berk,"Berk, Jonathan B.",7102570655
Jonathan C. Rork,"Rork, Jonathan C.",6506791191
Jonathan Dombrow,"Dombrow, Jonathan F.",6602314224
Jonathan Eaton,"Eaton, Jonathan",7202998173
Jonathan Glover,"Glover, Jonathan C.",7202417483
Jonathan Gruber,"Gruber, Jonathan",7101971287
Jonathan Hamilton,"Hamilton, Jonathan H.",7403704965
Jonathan Leonard,"Leonard, Jonathan S.",7402283068
Jonathan Levin,"Levin, Jonathan",7403284465
Jonathan Lewellen,"Lewellen, Jonathan",7004065954
Jonathan Skinner,"Skinner, Jonathan S.",7401822050
Joon Y. Park,"Park, Joon Y.",8377767200
Jorge Martinez,"Martínez-Vázquez, Jorge",24787899900
Jorge Martinez-Varquez,"Martínez-Vázquez, Jorge",24787899900
Jorge Martinez-Vasquez,"Martínez-Vázquez, Jorge",24787899900
Jorge Martinez-Vazquez,"Martínez-Vázquez, Jorge",24787899900
Joris Pinkse,"Pinkse, Joris",6507803459
Jose Alexandre Scheinkman,"Scheinkman, José A.",6603414469
Jose C. Moya,"Moya, José C.",7102437927
Jose Casanova,"Casanova, José",16418808100
Jose J. Canals-Cerda,"Canals-Cerdá, José J.",16743885700
Jose Scheinkman,"Scheinkman, José A.",6603414469
Joseph A. Cherian,"Cherian, Joseph A.",36855902100
Joseph Cherian,"Cherian, Joseph A.",36855902100
Joseph Cordes,"Cordes, Joseph J.",7102087591
Joseph D. Reid,"Reid, Joseph D.",7404547800
Joseph E Harrington Jr.,"Harrington, Joseph E.",7202783915
Joseph E. Harrington Jr.,"Harrington, Joseph E.",7202783915
Joseph E. Stiglitz,"Stiglitz, Joseph E.",57208457063
Joseph F. Quinn,"Quinn, Joseph F.",57189255724
Joseph Farrell,"Farrell, Joseph",7201697548
Joseph G. Altonji,"Altonji, Joseph G.",6602414825
Joseph Harrington,"Harrington, Joseph E.",7202783915
Joseph Hotz,"Hotz, V. Joseph",6508158812
Joseph Kaboski,"Kaboski, Joseph P.",6506569572
Joseph Love,"Love, Joseph L.",15824236200
Joseph M. Jadlow,"Jadlow, Joseph M.",6506326152
Joseph M. Ostroy,"Ostroy, Joseph M.",6506908040
Joseph M. Sicilian,"Sicilian, Joseph",56618992400
Joseph Ostroy,"Ostroy, Joseph M.",6506908040
Joseph P. Newhouse,"Newhouse, Joseph P.",7103004602
Joseph Peek,"Peek, Joe",56253760900
Joseph Persky,"Persky, Joseph J.",6701865233
Joseph V. Terza,"Terza, Joseph V.",6603022989
Josh Lerner,"Lerner, Josh",7101861907
Joshua Aizenman,"Aizenman, Joshua",7003665762
Joshua Angrist,"Angrist, Joshua D.",7004017860
Joshua Coval,"Coval, Joshua D.",6602458650
Joshua D Angrist,"Angrist, Joshua D.",7004017860
Joshua D. Angrist,"Angrist, Joshua D.",7004017860
Joshua Lerner,"Lerner, Josh",7101861907
Joshua Rosenbloom,"Rosenbloom, Joshua L.",7102804759
José Scheinkman,"Scheinkman, José A.",6603414469
José-Víctor Ríos-Rull,"Ríos-Rull, José V́ictor",6602989968
Joydeep Bhattacharya,"Bhattacharya, Joydeep",35589392500
Ju-Chin Huang,"Huang, Juchin",7407193218
Juan Alcacer,"Alcácer, Juan",6507193453
Juan Carrillo,"Carrillo, Juan D.",7101679740
Judith A. Seltzer,"Seltzer, Judith A.",7005460666
Judith A. Thornton,"Thornton, Judith A.",24548702300
Judith Chevalier,"Chevalier, Judith A.",57203069604
Judith K Hellerstein,"Hellerstein, Judith K.",7007083052
Judith K. Hellerstein,"Hellerstein, Judith K.",7007083052
Judith R. Lave,"Lave, Judith R.",35431889700
Judith Stallmann,"Stallmann, Judith I.",57203449967
Judith Thomton,"Thornton, Judith A.",24548702300
Judith Thornton,"Thornton, Judith A.",24548702300
Julian Barling,"Barling, Julian",57206407664
Julie A. Phillips,"Phillips, Julie A.",55587146100
Julie Berry Cullen,"Cullen, Julie Berry",7201996482
Julie Cullen,"Cullen, Julie Berry",7201996482
Julie Graham,"Graham, Julie",7404643133
Julie Hotchkiss,"Hotchkiss, Julie L.",7102280221
Juliet Schor,"Schor, Juliet B.",8964575000
Justin L. Tobias,"Tobias, Justin L.",7202182966
Justin Tobias,"Tobias, Justin L.",7202182966
K Rao Kadiyala,"Kadiyala, K. Rao",6507855839
K. Daron Acemoglu,"Acemoglu, Daron",7003483273
K. Geert Rouwenhorst,"Rouwenhorst, K. Geert",6506663833
K. Rao Kadivala,"Kadiyala, K. Rao",6507855839
K. Rao Kadiyala,"Kadiyala, K. Rao",6507855839
K. Rogoff,"Rogoff, Kenneth S.",6701521662
K.C. Fung,"Fung, Kwokchiu",7202935111
KC Fung,"Fung, Kwokchiu",7202935111
Kadri Dagdelen,"Dağdelen, Kadri",6602525349
Kajal Lahiri,"Lahiri, Kajal",7005637569
Kajal Mukhopadhyay,"Mukhopadhyay, Kajal",7005709849
Kajal Mukhopdhyay,"Mukhopadhyay, Kajal",7005709849
Kala Krishna,"Krishna, Kala M.",7102445331
Kalyan Chatterjee,"Chatterjee, Kalyan",7202877560
Kamal Saggi,"Saggi, Kamal",6603737924
Kamran M. Dadkhah,"Dadkhah, Kamran M.",7801497494
Kannan Srinivasan,"Srinivasan, Kannan R.",7202489639
Kar-yiu Wong,"Wong, Kar Yiu",35794620600
Karen Denning,"Denning, Karen Craft",6506828928
Karen S. Kubena,"Kubena, Karen S.",7004177029
Karen Shastri,"Shastri, Karen A.",36854298100
Karen Smith Conway,"Conway, K.",35508595900
Karen Spalding,"Spalding, Karen",55616587400
Karl McDermott,"McDermott, Karl A.",15747402500
Karl Scholz,"Scholz, John Karl",7101775368
Karl Shell,"Shell, Karl",6701455549
Kate Bundorf,"Bundorf, M. Kate",55663845800
Kate Krause,"Krause, Kate",7202103794
Katerine Terrell,"Terrell, Katherine",7003478404
Katherine B. Ensor,"Ensor, Katherine B.",6603083312
Katherine Segerson,"Segerson, Kathleen",6701914037
Katherine Terrell,"Terrell, Katherine",7003478404
Kathleen Johnson,"Johnson, Kathleen A.",7405969823
Kathleen Kahle,"Kahle, Kathleen M.",6701406767
Kathleen Mcgarry,"McGarry, Kathleen",36884142900
Kathleen Segerson,"Segerson, Kathleen",6701914037
Kathleen Thiede Call,"Call, Kathleen Thiede",7003668469
Kathryn Anderson,"Anderson, Kathryn H.",57200929009
Kathryn Dominguez,"Dominguez, Kathryn Mary E.",6701576940
Kathryn H. Anderson,"Anderson, Kathryn H.",57200929009
Kathryn M. Dominguez,"Dominguez, Kathryn Mary E.",6701576940
Kathryn Shaw,"Shaw, Kathryn L.",7202206335
Kathyn M. Dominguez,"Dominguez, Kathryn Mary E.",6701576940
Kaushik Basu,"Basu, Kaushik",7005665190
Kaz Miyagiwa,"Miyagiwa, Kaz F.",6602582312
Ke Tom Xu,"Xu, Ke Tom",7403281616
Keith Acheson,"Acheson, Keith",8843658500
Keith E. Maskus,"Maskus, Keith E.",7003283668
Keith Griffin,"Griffin, Keith B.",7102916430
Keith J. Crocker,"Crocker, Keith J.",7004584335
Keith Knapp,"Knapp, Keith C.",7102739585
Keith Krehbiel,"Krehbiel, Keith",6603630763
Keith Maskus,"Maskus, Keith E.",7003283668
Keith R. Criddle,"Criddle, Keith R.",6603112690
Keith R. Ihlanfeldt,"Ihlanfeldt, Keith Ray",6701753982
Keith Willett,"Willett, Keith D.",7007075394
Kelly Bedard,"Bedard, Katherine",6601975393
Kelly Edmiston,"Edmiston, Kelly D.",6603856375
Ken Chan,"Chan, Kenneth S.",7406032609
Ken Chay,"Chay, Kenneth Y.",6602827939
Ken Froot,"Froot, Kenneth A.",6603277936
Ken Kavajecz,"Kavajecz, Kenneth A.",6602422180
Kenkel,"Kenkel, Donald S.",6701531050
Kenneth A. Froot,"Froot, Kenneth A.",6603277936
Kenneth A. Small,"Small, Kenneth A.",7005126472
Kenneth Boyer,"Boyer, Kenneth D.",7103008745
Kenneth Chay,"Chay, Kenneth Y.",6602827939
Kenneth Couch,"Couch, Kenneth A.",7003421234
Kenneth D. Boyer,"Boyer, Kenneth D.",7103008745
Kenneth D. West,"West, Kenneth D.",7401596903
Kenneth Elzinga,"Elzinga, Kenneth G.",6603452877
Kenneth Froot,"Froot, Kenneth A.",6603277936
Kenneth H. Beck,"Beck, Kenneth H.",7202987963
Kenneth Hendricks,"Hendrícks, Kenneth",7005773156
Kenneth I. Wolpin,"Wolpin, Kenneth I.",6602558896
Kenneth J. Arrow,"Arrow, Kenneth J.",55284298800
Kenneth J. Singleton,"Singleton, Kenneth J.",7004241060
Kenneth Kasa,"Kasa, Kenneth",6603795610
Kenneth Kletzer,"Kletzer, Kenneth M.",6603648434
Kenneth Kopecky,"Kopecky, Kenneth J.",36640909000
Kenneth Kuttner,"Kuttner, Kenneth N.",7004675607
Kenneth L. Leonard,"Leonard, Kenneth L.",8721973300
Kenneth L. Sokoloff,"Sokoloff, Kenneth L.",6602838457
Kenneth Lehn,"Lehn, Kenneth M.",6602710543
Kenneth M. Kletzer,"Kletzer, Kenneth M.",6603648434
Kenneth M. Lehn,"Lehn, Kenneth M.",6602710543
Kenneth P. Jameson,"Jameson, Kenneth P.",7004903398
Kenneth R. Troske,"Troske, Kenneth R.",6602873273
Kenneth Rogoff,"Rogoff, Kenneth S.",6701521662
Kenneth Rugoff,"Rogoff, Kenneth S.",6701521662
Kenneth S Rogoff,"Rogoff, Kenneth S.",6701521662
Kenneth Small,"Small, Kenneth A.",7005126472
Kenneth Sokoloff,"Sokoloff, Kenneth L.",6602838457
Kenneth Troske,"Troske, Kenneth R.",6602873273
Kenneth W. Wachter,"Wachter, Kenneth W.",7004584924
Kenneth West,"West, Kenneth D.",7401596903
Kenneth Y. Chay,"Chay, Kenneth Y.",6602827939
Kent Kimbrough,"Kimbrough, Kent P.",15057854600
Kent Nakamoto,"Nakamoto, Kent",15832192200
Kent Olson,"Olson, Kent W.",57189649387
Kent W. Olson,"Olson, Kent W.",57189649387
Kern Kymn,"Kymn, Kern O.",6603195861
Kern O. Kymn,"Kymn, Kern O.",6603195861
Kerry Smith,"Smith, V. Kerry",7401798690
Kevin Carey,"Carey, Kevin",7103178355
Kevin Corder,"Corder, J. Kevin",6603087290
Kevin Cotter,"Cotter, Kevin D.",6603909108
Kevin D. Hoover,"Hoover, Kevin D.",7005286476
Kevin F. Hallock,"Hallock, Kevin F.",6701787660
Kevin Hallock,"Hallock, Kevin F.",6701787660
Kevin Hasker,"Hasker, Kevin",22979556300
Kevin Hoover,"Hoover, Kevin D.",7005286476
Kevin Hover,"Hoover, Kevin D.",7005286476
Kevin Huang,"Huang, Kevin X.D.",24279383300
Kevin Lang,"Lang, Kevin",8104429100
Kevin M. Murphy,"Murphy, Kevin M.",7402863842
Kevin McCabe,"McCabe, Kevin A.",7005089137
Kevin Murphy,"Murphy, Kevin M.",7402863842
Kevin Salyer,"Salyer, Kevin D.",7005843659
Kevin Sylwester,"Sylwester, Kevin",55985640700
Khan A. Mohabbat,"Mohabbat, Khan A.",24792190300
Kishore Gawande,"Gawande, Kishore",6701490596
Klaus G. Becker,"Becker, Klaus G.",57198673536
Knick Harley,"Harley, C. Knick",7102684398
Knox Lovell,"Lovell, C. A.Knox",7102652654
Koichi Hamada,"Hamada, Koichi",55899210700
Koichiro Kamada,"Kamada, Koichiro",12786548600
Komunjer,"Komunjer, Ivana",8605234200
Konstantinos Serfes,"Serfes, Konstantinos",6602295117
Kose John,"John, Kose",7102914448
Krishna Palepu,"Palepu, Krishna G.",6602444864
Krzystof Burdzy,"Burdzy, Krzysztof",7004261580
Kuan Xu,"Xu, Kuan",7403282001
Kuldeep Shastri,"Shastri, Kuldeep",7003595449
Kurt Finsterbusch,"Finsterbusch, Kurt",6602887928
Kurt Van Dender,"van Dender, Kurt",6603369227
Kwan Kim,"Kim, Kwan S.",7409324632
Kyle Bagwell,"Bagwell, Kyle W.",6701550636
L. Dwight Israelsen,"Israelsen, L. Dwight",6507446485
L. Magee,"Magee, Lonnie",7007010581
L.S. Fan,"Fan, Liang Shing",57197024819
Laarni Bulan,"Bulan, Laarni T.",10340933100
Lahiri,"Lahiri, Kajal",7005637569
Lance Taylor,"Taylor, Lance W.",15061926000
Larry A. Sjaastad,"Sjaastad, Larry A.",6507421240
Larry C. Giunipero,"Giunipero, Larry C.",6603155032
Larry D. Neal,"Neal, Larry",55833487200
Larry D. Singell,"Singell, Larry D.",6701464844
Larry D. Singell Jr.,"Singell, Larry D.",6701464844
Larry DeBrock,"DeBrock, Lawrence M.",6602903157
Larry E. Jones,"Jones, Larry E.",55464900100
Larry G. Epstein,"Epstein, Larry G.",7201726998
Larry Jones,"Jones, Larry E.",55464900100
Larry Karp,"Karp, Larry S.",57204261377
Larry Katz,"Katz, Lawrence F.",7202789820
Larry Kenny,"Kenny, Lawrence W.",7006011139
Larry Neal,"Neal, Larry",55833487200
Larry Samuelson,"Samuelson, Larry W.",7201985547
Larry Schembri,"Schembri, Lawrence L.",6507434029
Larry Singell,"Singell, Larry D.",6701464844
Larry Sjaastad,"Sjaastad, Larry A.",6507421240
Larry Taylor,"Taylor, Larry W.",55422818200
Larry White,"White, Larry R.",57041485800
Lars E. O. Svensson,"Svensson, Lars E.O.",7201590382
Lars Hansen,"Hansen, Lars Peter",7401576349
Lars Peter Hansen,"Hansen, Lars Peter",7401576349
Lars Svensson,"Svensson, Lars E.O.",7201590382
Laura Enriquez,"Enríquez, Laura J.",7003523418
Laura Razzolini,"Razzolini, Laura",55893210800
Laura Taylor,"Taylor, Laura Osborne",55422801200
Laurence Baker,"Baker, Laurence C.",7402021753
Laurence Ball,"Ball, Laurence M.",7102281952
Laurence J. Kotlikoff,"Kotlikoff, Laurence J.",6603857401
Laurence Kotlikof,"Kotlikoff, Laurence J.",6603857401
Laurence Kotlikoff,"Kotlikoff, Laurence J.",6603857401
Laurent Calvet,"Calvet, Laurent E.",55370313000
Laurian Unnevehr,"Unnevehr, Laurian J.",6603084747
Lawrence Blume,"Blume, Lawrence E.",6602822106
Lawrence Capron Marsh,"Marsh, Lawrence C.",7102223756
Lawrence F. Katz,"Katz, Lawrence F.",7202789820
Lawrence J. Christiano,"Christiano, Lawrence J.",6603813018
Lawrence J. Lau,"Lau, Lawrence J.",7101892208
Lawrence J. White,"White, Lawrence J.",7402226219
Lawrence Katz,"Katz, Lawrence F.",7202789820
Lawrence Kenny,"Kenny, Lawrence W.",7006011139
Lawrence Kochard,"Kochard, Lawrence E.",55203665500
Lawrence L Schembri,"Schembri, Lawrence L.",6507434029
Lawrence Lau,"Lau, Lawrence J.",7101892208
Lawrence Libby,"Libby, Lawrence W.",7003823026
Lawrence M Ausubel,"Ausubel, Lawrence M.",6603059539
Lawrence M. Ausubel,"Ausubel, Lawrence M.",6603059539
Lawrence Martin,"Martin, Lawrence W.",55470572900
Lawrence W. Kenny,"Kenny, Lawrence W.",7006011139
Lawrence W. Martin,"Martin, Lawrence W.",55470572900
Lee Alston,"Alston, Lee J.",57207558531
Lee Badgett,"Badgett, M. V.Lee",6602687555
Lee Benham,"Benham, Lee",24439078700
Lee Branstetter,"Branstetter, Lee G.",6602887809
Lee C. Adkins,"Adkins, Lee C.",7003521055
Lee E. Ohanian,"Ohanian, Lee E.",6602860789
Lee Edward Ohanian,"Ohanian, Lee E.",6602860789
Lee G. Branstetter,"Branstetter, Lee G.",6602887809
Lee Ohanian,"Ohanian, Lee E.",6602860789
Lee Preston,"Preston, Lee E.",24364685500
Lee Rivers Mobley,"Mobley, Lee Rivers",6701602667
Lee Ryan,"Ryan, Lee R.",7201612163
Lena Edlund,"Edlund, Lena",6506326066
Leon Wilson,"Wilson, Leon A.",55433504300
Leonard J. Mirman,"Mirman, Leonard J.",6603834994
Leonardo Auernheimer,"Auernheimer, Leonardo",6506685359
Leonce Naikumana,"Ndikumana, Léonce",6602487974
Leonce Ndikumana,"Ndikumana, Léonce",6602487974
Leonid Hurwicz,"Hurwicz, Leonid",6507784066
Leora Friedberg,"Friedberg, Leora",6506463002
Leroy Hushak,"Hushak, Leroy J.",6602928910
Leslie Papke,"Papke, Leslie E.",6701856933
Lester G. Telser,"Telser, Lester G.",6508263742
Levent Kockesen,"Koçkesen, Levent",6506648330
Levis Kochin,"Kochin, Levis A.",6508308574
Lewis Johnson,"Johnson, Lewis D.",55455574800
Lewis Kornhauser,"Kornhauser, Lewis A.",6603027196
Lewis S. Davis,"Davis, Lewis S.",7403144460
Li Gan,"Gan, Li",36084396400
Li Way Lee,"Lee, Li Way",8544947000
Liang-Shing Fan,"Fan, Liang Shing",57197024819
Liliana Schumacher,"Schumacher, Liliana",7004316628
Lin Zhou,"Zhou, Lin",55710642300
Linda Cohen,"Cohen, Linda R.",7403929783
Linda R. Cohen,"Cohen, Linda R.",7403929783
Linda Tesar,"Tesar, Linda L.",6603566491
"Lloyd R. Cohen, J.D.","Cohen, Lloyd R.",7403929116
Llya Segal,"Segal, Ilya R.",7103331291
Lois S. Peters,"Peters, Lois S.",7202838218
Lones Smith,"Smith, Lones E.",7410394025
Lonnie Jones,"Jones, Lonnie L.",7403623619
Loren Brandt,"Brandt, Loren",7202731518
Lori Kletzer,"Kletzer, Lori G.",6506183471
Lorne Olfman,"Olfman, Lorne",6701580627
Louis Chan,"Chan, Louis Kuo Chi",24598605200
Louis J. Maccini,"MacCini, Louis J.",7801519538
Louis Maccini,"MacCini, Louis J.",7801519538
Louise Fortmann,"Fortmann, Louise P.",6701484320
Lovell S. Jarvis,"Jarvis, Lovell S.",57203452633
Lowell Taylor,"Taylor, Lowell J.",7402700813
Luca Benzoni,"Benzoni, Luca",21233610700
Lucia Dunn,"Dunn, Lucia F.",8675236700
Lucia F. Dunn,"Dunn, Lucia F.",8675236700
Luigi Zingales,"Zingales, Luigi",7004110147
Luis Garicano,"Garicano, Luis",6602250841
Luis Locay,"Locay, Luis",6506901141
Luisa Fuster,"Fuster, Luisa",6602663180
Luisa Lambertini,"Lambertini, Luisa",7006581715
Luke Froeb,"Froeb, Luke M.",6602697201
Lung-Fei Lee,"Lee, Lungfei",23138321800
Lutz Kilian,"Kilian, Lutz",7004023654
Lutz-Alexander Bush,"Busch, Lutz Alexander",7005463545
Lyle Scruggs,"Scruggs, Lyle A.",6602869160
Lynn R. Kahle,"Kahle, Lynn R.",35932558700
Lynnette Purda,"Purda, Lynnette D.",8240021300
M. Ali Khan,"Khan, M. Ali",26657404900
M. B. Stinchcombe,"Stinchcombe, Maxwell B.",6602889656
M. Daniel Westbrook,"Westbrook, M. Daniel",7005254021
M. Dek Terrell,"Terrell, Dek",7005953107
M. Ishaq Nadiri,"Nadiri, M. Ishaq",6603226704
M. Scott Taylor,"Taylor, M. Scott",57223941590
M. Shahid Alam,"Alam, Moneer Shahid",7401493130
Madabhushi Raghavachari,"Raghavachari, Madabhushi",7004720403
Madabushi Raghavachari,"Raghavachari, Madabhushi",7004720403
Magda Kandil,"Kandil, Magda El Sayed",7004871751
Mahmood H. Khan,"Khan, Mahmood Hasan",7410319989
Mahmoud A. El-Gamal,"El-Gamal, Mahmoud A.",7005734271
Mahmoud A. El-Gammal,"El-Gamal, Mahmoud A.",7005734271
Maitreesh Ghatak,"Ghatak, Maitreesh",6602566696
Malcolm Getz,"Getz, Malcolm",7005596016
Manfred W. Keil,"Keil, Manfred W.",55405360300
Manuel S. Santos,"Santos, Manuel S.",35424515800
Manuelita Ureta,"Ureta, Manuelita",6602627412
Marc Dudey,"Dudey, Marc",6506729213
Marc Henry,"Henry, Marc",55230945300
Marc J. Melitz,"Melitz, Marc J.",57204379078
Marc Melitz,"Melitz, Marc J.",57204379078
Marc Nerlove,"Nerlove, Marc L.",16430245400
Marc Rysman,"Rysman, Marc S.",7801555346
Marc W. Herold,"Herold, Marc W.",7102192963
Marcel K. Richter,"Richter, Marcel K.",7402642889
Marcelle Chauvet,"Chauvet, Marcelle",7004339751
Marco Bassetto,"Bassetto, Marco",6603968952
Marcus Berliant,"Berliant, Marcus C.",6602862528
Margaret Dewar,"Dewar, Margaret E.",7006223631
Maria Cancian,"Cancian, Maria",7003320962
Maria S Floro,"Floro, Maria Sagrario",6508358567
Maria S. Floro,"Floro, Maria Sagrario",6508358567
Marianne Baxter,"Baxter, Marianne",7101859631
Marianne Page,"Page, Marianne E.",7202703940
Marie Cowart,"Cowart, Marie E.",7006427278
Marigee Bacolod,"Bacolod, Marigee P.",57203636677
Mario Blejer,"Blejer, Mario I.",6603080249
Mario Crucini,"Crucini, Mario J.",6602929281
Mario J. Miranda,"Miranda, Mario Javier",7201497226
Mario Miranda,"Miranda, Mario Javier",7201497226
Mario Rizzo,"Rizzo, Mario J.",7202023758
Marjorie Flavin,"Flavin, Marjorie A.",7006637022
Marjorie McElroy,"McElroy, Marjorie B.",16429576800
Mark Berger,"Berger, Mark C.",7404267180
Mark Bils,"Bils, Mark",6602951184
Mark C. Berger,"Berger, Mark C.",7404267180
Mark Crain,"Crain, W. Mark",7005150569
Mark Duggan,"Duggan, Mark G.",55629589500
Mark Dwyer,"Dwyer, Mark",7005193658
Mark Ehlert,"Ehlert, Mark W.",16238655300
Mark Gertler,"Gertler, Mark L.",7005881414
Mark Glick,"Glick, Mark A.",7102492892
Mark Henry,"Henry, Mark",57198675478
Mark Huggett,"Huggett, Mark",6701405748
Mark J. Jensen,"Jensen, Mark J.",35597979500
Mark John Roberts,"Roberts, Mark J.",57190492381
Mark Killingsworth,"Killingsworth, Mark R.",7003765308
Mark L. Gertler,"Gertler, Mark L.",7005881414
Mark Lemley,"Lemley, Mark A.",16202937400
Mark M. Pitt,"Pitt, Mark M.",57212812732
Mark McClellan,"McClellan, Mark B.",35508864200
Mark Meiners,"Meiners, Mark R.",7003745953
Mark Montgomery,"Montgomery, Mark R.",57210531333
Mark Pitt,"Pitt, Mark M.",57212812732
Mark R. Killingsworth,"Killingsworth, Mark R.",7003765308
Mark R. Montgomery,"Montgomery, Mark R.",57210531333
Mark Rzepczynski,"Rzepczynski, Mark S.",36242456700
Mark Stegeman,"Stegeman, Mark",6603604286
Mark Thoma,"Thoma, Mark A.",7006749778
Mark Toma,"Thoma, Mark A.",7006749778
Mark W. Watson,"Watson, Mark W.",7403102169
Mark Walker,"Walker, Mark",7403868488
Mark Watson,"Watson, Mark W.",7403102169
Markos Mamalakis,"Mamalakis, Markos J.",6507891594
Markus Brunnermeier,"Brunnermeier, Markus K.",56009422500
Marshall Eakin,"Eakin, Marshall C.",38161361200
Martin Boileau,"Boileau, Martin",7004050464
Martin D. D. Evans,"Evans, Martin D.D.",35585929500
Martin Eichenbaum,"Eichenbaum, Martin S.",6603951476
Martin Feldstein,"Feldstein, Martin S.",7102933565
Martin Gaynor,"Gaynor, Martin",18340019200
Martin Grace,"Grace, Martin F.",7202436184
Martin J. Osborne,"Osborne, Martin J.",7201812757
Martin K. Perry,"Perry, Martin K.",7402948555
Martin McGuire,"McGuire, Martin C.",7202376487
Martin Pesendorfer,"Pesendorfer, Martin",55919928700
Martin Schneider,"Schneider, Martin",57202768608
Martin Uribe,"Uribe, Martín N.",19336384800
Martin Williams,"Williams, Martin",56295599600
Martin Wolfson,"Wolfson, Martin H.",7102425142
Marty Wolfson,"Wolfson, Martin H.",7102425142
Marvin Dawkins,"Dawkins, Marvin P.",7006098982
Marvin I. Freedman,"Freedman, Marvin I.",7203068418
Marvin Kraus,"Kraus, Marvin",7202454998
Marvin Lieberman,"Lieberman, Marvin B.",7202657901
Mary A. Kuenning,"Arends-Kuenning, Mary Paula",6603539469
Mary Arends-Kuenning,"Arends-Kuenning, Mary Paula",6603539469
Mary Beth Combs,"Combs, Mary Beth",7003953456
Mary Beth Walker,"Walker, Mary Beth",55461482500
Mary Corcoran,"Corcoran, Mary E.",35606591400
Mary E. Lovely,"Lovely, Mary E.",55936061300
Mary G. McGarvey,"McGarvey, Mary G.",7006127065
